Stationen vom: 10.08.2015
"Stationscode";"Stationsname";"Kategorie";"Synonym";"Aktiv seit ";"Aktivitätsperiode: von ";"Aktivitätsperiode: bis";"Verlegt";"Straße";"Nr";"PLZ";"Ort";"Länge dezimal";"Breite dezimal";"Höhe";"Stationsumgebung (EoI)";"Art der Station (EoI)";"Einwohnerzahl (EoI)";"Abstand zur Straße (EoI)";"Bemerkung (EoI)";"Lokaler Code";"EMEP-Code";"O3-Klasse aus UBA FE";"NO/NO2-Klasse aus UBA FE";"Bemerkung des UBA(1)";"Bemerkung des UBA(2)";"Bemerkung des Netzbetreibers";"AEI-Station";"AEI-von";"AEI-bis";"ersetzt AEI-Station";"Amtlicher Gemeindeschlüssel (AGS)";"Gemeindenamen";"Entfernung von einer verkehrsreichen Kreuzung in Metern";"Geschätztes Verkehrsaufkommen (Anzahl der Fahrzeuge pro Tag)";"Waagrechte Entfernung vom nächsten Gebäude in Metern";"Entfernung von der nächsten Straße in Metern";"Entfernung von der wichtigsten Industriequelle in Metern";"Quelle 1 (Hauptquelle)";"Quelle 1 (Hauptquelle) - ID";"Gasförmige Schadstoffe";"Partikelförmige Schadstoffe";"Deposition";"Umweltmonitoring-Typ";
"DEBB055";"Brandenburg a.d. Havel";"Luft- und Depositionsmessstation";"";"01.10.2001";"01.10.2001";"";"nein";"Lilli-Friesicke-Str.";"";"14770";"Brandenburg";"12,552303";"52,420442";"33";"vorstädtisches Gebiet";"Hintergrund";"";">200-500 m";"Fluss: Havel; eingezäunt";"115";"";"";"";"";"";"";"nein";"";"";"";"12051000";"Brandenburg an der Havel";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,5";"k.A.";
"DEBB056";"Paulinenaue";"Luftmessstation";"";"01.07.1999";"01.07.1999";"09.01.2015";"nein";"Zalf-Versuchsfeld";"";"14641";"Paulinenaue";"12,734188";"52,689952";"29";"ländlich regional";"Hintergrund";"";"";"";"PA003P";"";"";"";"";"";"Land, Temporär";"nein";"";"";"";"12063228";"Paulinenaue";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,5";"k.A.";
"DEBB057";"Schwedt, Fritz-Krumbach-Str.";"Luftmessstation";"";"01.05.2001";"01.05.2001";"31.12.2009";"nein";"F.-Krumbach-Str.";"";"16303";"Schwedt";"14,288856";"53,066001";"5";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"SD002P";"";"";"";"";"";"Stadt, Temporär";"nein";"";"";"";"12073532";"Schwedt/Oder";"";"";"";"";"";"keine Emissionen (no)";"no";"";"3,5";"";"k.A.";
"DEBB058";"Frankfurt (Oder) Landesumweltamt";"Luftmessstation";"";"01.06.2001";"01.06.2001";"14.06.2002";"nein";"Mühlroser Chaussee";"50";"15236";"Frankfurt (Oder)";"14,513460";"52,324649";"80";"vorstädtisches Gebiet";"Hintergrund";"";">50-100 m";"Station nicht geortet (Sonntag)";"FF300";"";"";"";"";"";"Stadt, temporär";"nein";"";"";"";"12053000";"Frankfurt (Oder)";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBB059";"Nauen, Berliner Straße";"Luftmessstation";"";"01.03.1994";"01.03.1994";"13.03.2009";"ja";"Berliner Str.";"3";"14641";"Nauen";"12,875015";"52,604983";"37";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"NA001V/909";"";"";"";"";"";"Verkehr, temporär nach Stilllegung am 26.10.2004 Wiederinbetriebnahme:24.01.2008 nahezu am gleichen Standort";"nein";"";"";"";"12063208";"Nauen";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB060";"Eberswalde Breite Straße";"Luftmessstation";"";"15.06.2001";"09.01.2015";"";"nein";"Breite Str.";"24";"16225";"Eberswalde";"13,822211";"52,832467";"20";"städtisches Gebiet";"Verkehr";"";">1-10 m";"Koordinaten von UBA übernommen";"";"";"";"";"";"";"Verkehr, Messwagen, temporär Ende 1. Messkampage am 04.03.2005 Beginn 2. Messkampagne am 01.12.2007";"nein";"";"";"";"12060052";"Eberswalde";"172";"14000";"4";"2";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB061";"Jüterbog, Große Straße";"Luftmessstation";"";"23.01.2002";"23.01.2002";"12.02.2003";"nein";"Große Str.";"104";"14913";"Jüterbog";"13,085958";"51,990478";"75";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"JB002P";"";"";"";"";"";"Verkehr, temporär";"nein";"";"";"";"12072169";"Jüterbog";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB062";"Brandenburg Mühlendamm";"Luftmessstation";"";"13.03.2002";"13.03.2002";"20.02.2003";"nein";"Mühlendamm";"12";"14776";"Brandenburg";"12,565638";"52,412804";"30";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"BR016P";"";"";"";"";"";"Verkehr, temporär";"nein";"";"";"";"12051000";"Brandenburg an der Havel";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB063";"Wittenberge";"Luft- und Depositionsmessstation";"";"03.12.2002";"03.12.2002";"";"nein";"Dr.-Wilhelm-Külz-Str.";"";"19322";"Wittenberge";"11,738460";"52,998750";"22";"vorstädtisches Gebiet";"Hintergrund";"";">200-500 m";"";"135";"";"";"";"";"";"Stadt, Dauermessstation";"nein";"";"";"";"12070424";"Wittenberge";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,5";"k.A.";
"DEBB064";"Cottbus";"Luft- und Depositionsmessstation";"COGA";"10.12.2002";"10.12.2002";"";"nein";"Gartenstr.";"";"03050";"Cottbus";"14,334550";"51,746344";"75";"städtisches Gebiet";"Hintergrund";"";">100-200 m";"nicht gefunden, aufgrund falscher Adressenangabe";"227";"";"";"";"";"";"";"ja";"01.01.2008";"";"";"12052000";"Cottbus";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,5";"k.A.";
"DEBB065";"Lütte (Belzig)";"Luftmessstation";"";"14.02.2003";"14.02.2003";"";"";"Die hohe Heide/Feldstraße";"";"14806";"Amt Belzig, Gemeinde Lütte";"12,561389";"52,194225";"111";"ländlich regional";"Hintergrund";"";">2000-3000 m";"";"122";"";"";"";"";"";"";"nein";"";"";"";"12069020";"Bad Belzig";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,5";"k.A.";
"DEBB066";"Spreewald";"Luft- und Depositionsmessstation";"SPNZ";"17.04.2003";"17.04.2003";"";"";"(Am Nordumfluter)";"";"15913";"Neu Zauche";"14,057064";"51,897598";"52";"ländlich regional";"Hintergrund";"";">3000-5000 m";"";"228";"";"";"";"";"";"";"nein";"";"";"";"12061352";"Neu Zauche";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,5";"k.A.";
"DEBB067";"Nauen";"Luft- und Depositionsmessstation";"";"11.08.2003";"11.08.2003";"";"";"Kreuztaler Str.";"3";"14641";"Nauen";"12,885194";"52,608609";"31";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"121";"";"";"";"";"";"I99 Sonstiges: Kleingartenanlage";"nein";"";"";"";"12063208";"Nauen";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,5";"k.A.";
"DEBB068";"Bernau, Lohmühlenstr.";"Luftmessstation";"";"09.01.2003";"09.01.2003";"";"";"Lohmühlenstr.";"42";"16321";"Bernau";"13,582269";"52,677651";"71";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"901";"";"";"";"";"";"Verkehr, temporär";"nein";"";"";"";"12060020";"Bernau bei Berlin";"122";"12000";"5";"1";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB069";"Belzig, Niemegker Str.";"Luftmessstation";"";"29.07.2004";"29.07.2004";"02.01.2007";"";"Niemegker Str.";"3";"14806";"Belzig";"12,589189";"52,142081";"85";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"905";"";"";"";"";"";"";"nein";"";"";"";"12069020";"Bad Belzig";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB070";"Freienhufen, Hauptstr.";"Luftmessstation";"";"21.12.2004";"21.12.2004";"04.01.2006";"";"Hauptstr.";"16";"01983";"Großräschen, OT Freienhufen";"13,964951";"51,583095";"122";"vorstädtisches Gebiet";"Verkehr";"";"";"";"22";"";"";"";"";"";"";"nein";"";"";"";"12066112";"Großräschen";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB071";"Potsdam, Behlertstr.";"Luftmessstation";"";"01.07.2005";"01.07.2005";"24.05.2007";"";"Behlertstr.";"42";"14467";"Potsdam";"13,067558";"52,405433";"30";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"15";"";"";"";"";"";"";"nein";"";"";"";"12054000";"Potsdam";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB072";"Teltow, Potsdamer Str.";"Luftmessstation";"";"23.05.2006";"23.05.2006";"02.01.2008";"";"Potsdamer Str.";"67";"14513";"Teltow";"13,261774";"52,401139";"40";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"";"";"";"";"";"";"";"nein";"";"";"";"12069616";"Teltow";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB073";"Potsdam, Großbeerenstr.";"Luftmessstation";"";"08.06.2006";"08.06.2006";"";"";"Großbeerenstr. ";"31";"14482";"Potsdam-Babelsberg";"13,094618";"52,388869";"32";"städtisches Gebiet";"Verkehr";"";"direkt (0-1 m)";"";"";"";"";"";"";"";"";"nein";"";"";"";"12054000";"Potsdam";"43";"13000";"4";"1";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB074";"Lübben, Puschkinstr.";"Luftmessstation";"";"15.12.2006";"15.12.2006";"20.01.2008";"";"Puschkinstr.11";"";"15907";"Lübben";"13,890373";"51,937739";"51";"städtisches Gebiet";"Verkehr";"";">1-10 m";"";"17";"";"";"";"";"";"";"nein";"";"";"";"12061316";"Lübben (Spreewald)";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB075";"Potsdam, Groß Glienicke";"Luftmessstation";"";"27.04.2007";"27.04.2007";"";"";"Seeburger Chaussee ";"2";"14476";"Potsdam";"13,123698";"52,484168";"39";"vorstädtisches Gebiet";"Hintergrund";"";">10-50 m";"";"98";"";"";"";"";"";"";"nein";"";"";"";"12054000";"Potsdam";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBB076";"Cottbus, Depo-Meisenweg";"Depositionsmessstation";"";"01.01.1991";"01.01.1991";"";"";"Meisenweg";"";"03044";"Cottbus";"14,316530";"51,776119";"68";"vorstädtisches Gebiet";"Hintergrund";"";"";"nur Depositionsmessstelle";"";"";"";"";"";"";"";"nein";"";"";"";"12052000";"Cottbus";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"k.A.";
"DEBB077";"Neuglobsow";"Depositionsmessstation";"";"01.01.1999";"01.01.1999";"";"";"Zur alten Fischerhütte";"";"16775";"Neuglobsow";"13,032330";"53,142367";"65";"ländlich regional";"Hintergrund";"";"";"nur Depo;";"";"";"";"";"";"";"";"nein";"";"";"";"12065310";"Stechlin";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"k.A.";
"DEBB078";"Neuruppin, Depo-Am See";"Depositionsmessstation";"";"01.01.1996";"01.01.1996";"";"";"Fehrbelliner Str.";"";"16816";"Neuruppin";"12,807049";"52,903756";"62";"vorstädtisches Gebiet";"Hintergrund";"";"";"nur Depo";"";"";"";"";"";"";"";"nein";"";"";"";"12068320";"Neuruppin";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"k.A.";
"DEBB079";"Spremberg, Depo Kantstr.";"Depositionsmessstation";"";"01.01.1993";"01.01.1993";"04.01.2010";"";"Kantstr.";"12";"03130";"Spremberg";"14,379462";"51,568997";"98";"städtisches Gebiet";"Hintergrund";"";"";"nur Depo";"";"";"";"";"";"";"";"nein";"";"";"";"12071372";"Spremberg";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"1,5";"k.A.";
"DEBB080";"Cottbus, Markgrafenmühle";"Luftmessstation";"";"08.08.2000";"08.08.2000";"19.12.2007";"";"Markgrafenmühle ";"3";"03050";"Cottbus";"14,346785";"51,738644";"74";"ländlich stadtnah";"Hintergrund";"";"";"";"";"";"";"";"";"";"Hg-Messung nach VDI 2267/9-Meldung im Rahmen Erfassung Daten 4.TRL ab 01.01.2002";"nein";"";"";"";"12052000";"Cottbus";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DEBB081";"Herzfelde (Rüdersdorf)";"Luftmessstation";"";"24.09.2007";"24.09.2007";"08.06.2010";"";"Strausberger Str. ";"8 H";"15378";"Rüdersdorf";"13,849006";"52,497549";"54";"ländlich stadtnah";"Industrie";"";">200-500 m";"";"908";"";"";"";"";"";"";"nein";"";"";"";"12064428";"Rüdersdorf bei Berlin";"";"";"";"";"1000";"Industrieprozesse (2)";"2";"3,5";"3,5";"1,5";"k.A.";
"DEBB082";"Königs Wusterhausen";"Luftmessstation";"";"20.03.2008";"20.03.2008";"03.01.2014";"";"Goethestr./Wiesenstr.";"";"15711";"Königs Wusterhausen";"13,619784";"52,294633";"35";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"12061260";"Königs Wusterhausen";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"1,5";"k.A.";
"DEBB083";"Spremberg";"Luft- und Depositionsmessstation";"";"06.05.2009";"06.05.2009";"";"ja";"Lustgartenstr. ";"4a";"03130";"Spremberg";"14,376400";"51,564500";"99";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"12071372";"Spremberg";"";"";"";"";"3300";"Energiewirtschaft (1A1)";"1A1";"3,5";"3,5";"1,5";"k.A.";
"DEBB084";"Vogelsang (Brieskow.-F)";"Luftmessstation";"";"18.08.2009";"18.08.2009";"03.01.2013";"nein";"Str. der Jugend";"";"15890";"Vogelsang";"14,667088";"52,179560";"33";"vorstädtisches Gebiet";"Industrie";"";">10-50 m";"";"231";"No";"";"";"";"";"";"nein";"";"";"";"12067508";"Vogelsang";"";"";"";"";"2000";"Industrieprozesse (2)";"2";"3,5";"3,5";"1,5";"k.A.";
"DEBB085";"Spremberg, Trattendorf";"Luftmessstation";"";"12.02.2010";"12.02.2010";"03.01.2012";"";"Kraftwerkstr. ";"42 a";"03130";"Spremberg/OT Trattendorf";"14,383492";"51,534534";"103";"vorstädtisches Gebiet";"Industrie";"";"";"";"232";"";"";"";"";"";"";"nein";"";"";"";"12071372";"Spremberg";"";"";"";"";"1800";"Industrieprozesse (2)";"2";"3,5";"3,5";"1,5";"k.A.";
"DEBB086";"Blankenfelde-Mahlow";"Luft- und Depositionsmessstation";"";"25.05.2010";"25.05.2010";"";"";"Schulstr.";"1";"15831";"Mahlow";"13,424304";"52,349703";"43";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"109";"";"";"";"";"";"";"nein";"";"";"";"12072017";"Blankenfelde-Mahlow";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"3,5";"k.A.";
"DEBB087";"Cottbus, W.-Külz-Str.";"Luftmessstation";"";"01.12.2010";"01.12.2010";"";"";"Wilhelm-Külz-Str.";"43";"03046";"Cottbus";"14,325549";"51,754130";"75";"städtisches Gebiet";"Verkehr";"";"direkt (0-1 m)";"";"";"";"";"";"";"";"";"nein";"";"";"";"12052000";"Cottbus";"45";"13000";"4";"1";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
"DEBB088";"Premnitz, OT Döberitz";"Luftmessstation";"";"06.03.2013";"06.03.2013";"20.01.2015";"nein";"Dorfstr.";"23";"14727";"Döberitz";"12,370162";"52,524010";"30";"vorstädtisches Gebiet";"Industrie";"";"";"";"130";"No";"";"";"";"";"";"nein";"";"";"";"";"Premnitz";"";"";"";"";"800";"Industrieprozesse (2)";"2";"3,5";"3,5";"1,5";"k.A.";
"DEBB089";"WMN_Kleinmachnow";"Umweltmonitoring";"TK_0025";"01.01.1989";"01.01.1989";"";"";"Teltowkanal";"";"14532";"Kleinmachnow";"13,186497";"52,398502";"50";"ländliches Gebiet";"Hintergrund";"";"";"";"";"";"";"";"";"";"Station des automatischen Gewässergütemessnetzes WGMN";"nein";"";"";"";"";"";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"";"Gewässergüte";
"DEBB090";"WMN_Cumlosen";"Umweltmonitoring";"EL_0040";"01.01.1989";"01.01.1989";"";"";"Elbe ";"";"19322";"Cumlosen";"11,636464";"53,041870";"50";"ländliches Gebiet";"Hintergrund";"";"";"";"";"";"";"";"";"";"Station des automatischen Gewässergütemessnetzes WGMN";"nein";"";"";"";"";"";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"";"Gewässergüte";
"DEBB091";"WMN_Hohenwutzen";"Umweltmonitoring";"OD_0070";"01.01.1989";"01.01.1989";"";"";"Oder";"";"16259";"Hohenwutzen";"14,122803";"52,836134";"50";"ländliches Gebiet";"Hintergrund";"";"";"";"";"";"";"";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"keine Emissionen (no)";"no";"";"";"";"Gewässergüte";
"DEBB092";"Frankfurt (Oder)";"Luftmessstation";"FFIS";"01.10.2013";"01.10.2013";"";"";"Im Sande";"";"15234";"Frankfurt (Oder)";"14,525960";"52,334680";"74";"vorstädtisches Gebiet";"Hintergrund";"";">100-200 m";"";"252";"";"";"";"";"";"";"nein";"";"";"";"12053000";"Frankfurt (Oder)";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"3,5";"k.A.";
"DEBB093";"zDep_Natteheide";"Umweltmonitoring";"Level II 1201";"01.01.2005";"01.01.2005";"";"";"";"";"00000";"Natteheide";"12,430000";"53,098000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"1201";"";"";"";"keine Station des Luftmessnetz";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Forststation Level II";
"DEBB094";"zDep_Beerenbusch";"Umweltmonitoring";"Level II 1202";"01.01.2005";"01.01.2005";"";"";"";"";"00000";"Beerenbusch";"12,936000";"53,141000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"1202";"";"";"";"keine Station des Luftmessnetz";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Forststation Level II";
"DEBB095";"zDep_Kienhorst";"Umweltmonitoring";"Level II 1203";"01.01.2005";"01.01.2005";"";"";"";"";"00000";"Kienhorst";"13,646000";"52,974000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"1203";"";"";"";"keine Station des Luftmessnetz";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Forststation Level II";
"DEBB096";"zDep_Weizgrund";"Umweltmonitoring";"Level II 1204";"01.01.2005";"01.01.2005";"";"";"";"";"00000";"Weizgrund";"12,562000";"52,194000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"1204";"";"";"";"keine Station des Luftmessnetz";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Forststation Level II";
"DEBB097";"zDep_Neusorgefeld";"Umweltmonitoring";"Level II 1205";"01.01.2005";"01.01.2005";"";"";"";"";"00000";"Neusorgefeld";"13,566000";"51,803000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"1205";"";"";"";"keine Station des Luftmessnetz";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Forststation Level II";
"DEBB098";"zDep_Schwenow";"Umweltmonitoring";"Level II 1206";"01.01.2005";"01.01.2005";"31.12.2007";"";"";"";"00000";"Schwenow";"14,010000";"52,139000";"";"ländlich abgelegen";"Hintergrund";"";"";"Freiland";"1206";"";"";"";"keine Station des Luftmessnetz";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Forststation Level II";
"DEBB099";"Herzfelde, Hauptstr.";"Luftmessstation";"";"14.01.2015";"14.01.2015";"";"nein";"Hauptstr.";"64 b";"15378";"Herzfelde";"13,848250";"52,481882";"53";"vorstädtisches Gebiet";"Verkehr";"";">1-10 m";"";"130";"No";"";"";"";"";"";"nein";"";"";"";"12064428";"Rüdersdorf b. Berlin";"65";"11000";"4";"2";"";"Industrieprozesse (2)";"2";"3,5";"3,5";"1,5";"k.A.";
"DEBB901";"Finsterwalde, 1991-1995";"Luftmessstation";"FILU";"01.01.1991";"01.01.1991";"10.06.1995";"nein";"Rosa-Luxemburg-Str.";"";"03238";"Finsterwalde";"13,715820";"51,625863";"107";"städtisches Gebiet";"Hintergrund";"";">50-100 m";"";"211";"";"";"";"";"";"";"nein";"";"";"";"12062140";"Finsterwalde";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DEBB902";"Oranienburg, 1991-1995";"Luftmessstation";"ORSA";"01.02.1991";"01.02.1991";"22.05.1995";"nein";"Sachsenhausenerstr.";"2";"16515";"Oranienburg";"13,239715";"52,756477";"35";"städtisches Gebiet";"Hintergrund";"";">10-50 m";"";"104";"";"";"";"";"";"";"nein";"";"";"";"12065256";"Oranienburg";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DEBB903";"Potsdam-Hermannswerder, 89-1995";"Luftmessstation";"PDHE";"01.02.1991";"01.02.1991";"14.06.1995";"nein";"Tornowstr.";"38";"14473";"Potsdam";"13,039659";"52,386748";"32";"vorstädtisches Gebiet";"Hintergrund";"";">50-100 m";"";"101";"";"";"";"";"";"";"nein";"";"";"";"12054000";"Potsdam";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DEBB904";"Spremberg, 1991-1995";"Luftmessstation";"SPKR";"01.01.1991";"01.01.1991";"03.07.1995";"nein";"Karl-Marx-Str.";"80";"03130";"Spremberg";"14,374373";"51,565535";"100";"vorstädtisches Gebiet";"Hintergrund";"";">100-200 m";"";"208";"";"";"";"";"";"";"nein";"";"";"";"12071372";"Spremberg";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"";"";"k.A.";
"DEBE001";"B Heiligensee-Krantorweg";"Luftmessstation";"";"01.10.1989";"01.10.1989";"31.03.1997";"nein";"Krantorweg";"43-45";"13503";"Berlin";"13,227052";"52,621633";"35";"vorstädtisches Gebiet";"Hintergrund";"";">200-500 m";"";"MC001";"No";"";"";"";"";"";"nein";"";"";"";"11000000";"Berlin";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBE002";"B Hermsdorf-Glambecker Weg";"Luftmessstation";"";"01.01.1989";"01.01.1989";"30.04.1992";"nein";"Glambecker Weg";"1-3";"13467";"Berlin";"13,290652";"52,625181";"50";"vorstädtisches Gebiet";"Hintergrund";"";">200-500 m";"";"MC002";"No";"";"";"";"";"";"nein";"";"";"";"11000000";"Berlin";"";"";"";"";"";"keine Emissionen (no)";"no";"";"3,5";"";"k.A.";
"DEBE003";"B Lübars-Vierrutenberg";"Luftmessstation";"";"01.12.1988";"01.12.1988";"31.10.1995";"nein";"Am Vierrutenberg";"57";"13469";"Berlin";"13,338462";"52,618808";"40";"vorstädtisches Gebiet";"Hintergrund";"";">2000-3000 m";"";"MC003";"No";"";"";"";"";"";"nein";"";"";"";"11000000";"Berlin";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBE004";"B Konradshöhe-Dorndreher Weg";"Luftmessstation";"";"01.07.1989";"01.07.1989";"30.04.1992";"nein";"Dorndreher Weg/Waldkauzstr.";"";"13505";"Berlin";"13,234217";"52,587587";"35";"ländlich stadtnah";"Hintergrund";"";">2000-3000 m";"";"MC004";"No";"";"";"";"";"";"nein";"";"";"";"11000000";"Berlin";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBE005";"B Tegel-Buddestraße";"Luftmessstation";"";"01.04.1987";"01.04.1987";"31.12.2002";"nein";"Buddestr.";"1a";"13507";"Berlin";"13,288054";"52,587014";"35";"vorstädtisches Gebiet";"Hintergrund";"";">200-500 m";"Bahn: S-Bahn";"MC005";"No";"";"ST";"";"";"";"nein";"";"";"";"11000000";"Berlin";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBE006";"B Wittenau-Rödernallee";"Luftmessstation";"";"01.10.1988";"01.10.1988";"31.03.1995";"nein";"Rödernallee";"51";"13437";"Berlin";"13,344852";"52,586382";"45";"vorstädtisches Gebiet";"Hintergrund";"";">50-100 m";"";"MC006";"No";"";"";"Rödernallee 51, früher Wilhelm-Gericke-Str. 7 (Ringelnatz-Grundschule)";"";"";"nein";"";"";"";"11000000";"Berlin";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBE007";"B Falkenhagener Feld-Pionierstr.";"Luftmessstation";"";"01.12.1988";"01.12.1988";"31.12.1995";"nein";"Pionierstr.";"160-204";"13589";"Berlin";"13,167762";"52,557706";"35";"vorstädtisches Gebiet";"Hintergrund";"";">200-500 m";"";"MC007";"No";"";"";"";"";"";"nein";"";"";"";"11000000";"Berlin";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBE008";"B Haselhorst-Rhenaniastr.";"Luftmessstation";"";"01.01.1989";"01.01.1989";"31.03.1996";"nein";"Rhenaniastr.";"44";"13599";"Berlin";"13,229622";"52,555282";"35";"vorstädtisches Gebiet";"Hintergrund";"";">1-10 m";"";"MC008";"No";"";"";"Rhenaniastr. 44, früher Daumstr. 12-1 (Bernd-Ryke-Grundschule)";"";"";"nein";"";"";"";"11000000";"Berlin";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBE009";"B Tegel-Flughafen";"Luftmessstation";"";"01.12.1988";"01.12.1988";"31.03.1996";"nein";"Kolonie Vor den Toren, Feld 1";"";"13405";"Berlin";"13,288475";"52,551061";"35";"vorstädtisches Gebiet";"Hintergrund";"";"";"";"MC009";"No";"";"";"";"";"";"nein";"";"";"";"11000000";"Berlin";"";"";"";"";"";"keine Emissionen (no)";"no";"3,5";"3,5";"";"k.A.";
"DEBE010";"B Wedding-Amrumer Str.";"Luftmessstation";"";"01.11.1984";"01.11.1984";"";"nein";"Amrumer Str./Limburger Str.";"";"13353";"Berlin";"13,349116";"52,543007";"35";"städtisches Gebiet";"Hintergrund";"";">50-100 m";"Bahn: S-Bahn";"MC010";"No";"ST";"ST";"";"";"Messstelle ist seit 01.01.1994 als Hintergrundmessstelle einzustufen";"ja";"01.01.2008";"";"";"11000000";"Berlin";"100";"5000";"";"";"";"keine Emissionen (no)";"no";"3,9";"4,3";"";"k.A.";
"DEBE011";"B Wedding/Prenzl. Berg-Behmstr.";"Luftmessstation";"";"01.07.1987";"01.07.1987";"31.12.2002";"nein";"Behmstr.";"47-49";"13357";"Berlin";"13,395980";"52,550889";"45";"vorstädtisches Gebiet";"Verkehr";"";">200-500 m";"Bahn: S-Bahn";"MC011";"No";"";"ST";"";"";"";"nein";"";"";"";"11000000";"Berlin";"";"";"";"";"";"Verkehr (1A3)";"1A3";"3,5";"3,5";"";"k.A.";
